pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
_25450_/B1,57098,44667,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25450_,_06207_,2.832050219336857e-11,4.3810605143690395e-10,8.670712481340104e-10,8.703623932682092e-10,1.1031898983058673e-15
_25450_/B2,57060,44691,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25450_,_19030_,4.513278292761491e-11,7.486274378187829e-10,5.65338831304274e-10,5.254109369801085e-10,1.2485599161751368e-15
_25450_/Y,57318,44703,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25450_,_06208_,1.2999608334229862e-10,4.3810605143690395e-10,9.30770849283391e-10,9.162767211634559e-10,-1
_25451_/A,65271,63037,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25451_,_05965_,1.567868578022935e-11,6.70186905971093e-10,5.80535064464982e-10,4.581487134114326e-10,1.0628999291367692e-15
_25451_/B,65475,63027,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25451_,_06169_,1.9602991105371892e-11,9.107667953145437e-10,3.389285518906604e-10,3.3083832895464127e-10,1.0604499922159546e-15
_25451_/Y,65482,63027,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25451_,_06209_,1.8796129583331656e-11,6.70186905971093e-10,4.732240710403346e-10,5.919361667494627e-10,-1
_25452_/A,65647,63841,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25452_,_06166_,1.657936288257389e-11,1.1303687985630972e-09,2.4680743559990503e-10,2.4485080629688127e-10,1.0713700468510754e-15
_25452_/B,65751,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25452_,_06209_,1.8796516426666798e-11,7.839044413593399e-10,4.732714220523349e-10,5.919836287837654e-10,1.0873700757082355e-15
_25452_/Y,65860,63837,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25452_,_06210_,1.5234067479719116e-11,7.839044968704911e-10,6.041708244808319e-10,4.856643975870156e-10,-1
_25453_/A,65367,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25453_,_02211_,3.853237520723418e-11,1.1408316513694672e-09,2.4221605277041647e-10,2.399615506298858e-10,6.378089800793509e-16
_25453_/B,65421,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25453_,_05870_,2.177498806266165e-11,5.110197265345562e-10,8.686098507126871e-10,8.783977434312362e-10,5.996220348996077e-16
_25453_/C,65475,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25453_,_06210_,1.5234122990870347e-11,7.839044968704911e-10,6.041871447592939e-10,4.856805513320239e-10,6.001109846684102e-16
_25453_/Y,65566,63857,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25453_,_06211_,1.109340223848232e-11,5.110197265345562e-10,8.916118399149298e-10,8.954049168785616e-10,-1
_25454_/A1,65380,64108,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25454_,_06167_,2.196189584358077e-11,5.271390546290888e-10,8.693931685677114e-10,8.763642589393328e-10,6.200080003576506e-16
_25454_/A2,65475,64143,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25454_,_06208_,1.3111679797450648e-10,4.5879255949898834e-10,9.375845655412718e-10,9.230867181742042e-10,6.341729852741434e-16
_25454_/B,65529,64143,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25454_,_06211_,1.1093488974656118e-11,5.110197820457074e-10,8.916281601933917e-10,8.954214036904773e-10,6.344629881794596e-16
_25454_/Y,65614,64072,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25454_,_06212_,1.1019601897643838e-11,4.5879255949898834e-10,9.633684960874689e-10,9.528769995270636e-10,-1
_25455_/A,64407,62505,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25455_,_05988_,3.723564859225981e-11,5.131564617677498e-10,8.430365849854127e-10,8.49461334606616e-10,1.0899499263073353e-15
_25455_/Y,64707,62505,0,-1,0,0,1,1.8432000717383268e-13,3.199999987213431e-10,0,_25455_,_06213_,1.9849254184745035e-11,5.131564062565985e-10,8.671280915528712e-10,8.742014889762117e-10,-1
_25456_/A1,65097,63567,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25456_,_06213_,1.987795171520812e-11,5.218372955972939e-10,8.675831164595138e-10,8.746577351281815e-10,6.183570272643335e-16
_25456_/A2,65205,63567,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25456_,_06210_,1.5234175032574626e-11,7.910019861334661e-10,6.04193417519383e-10,4.856868240921131e-10,6.484900126046684e-16
_25456_/B,65269,63569,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25456_,_05947_,2.0155700025670242e-11,4.84750906082354e-10,9.061554839817632e-10,9.149354607274063e-10,6.363210078888211e-16
_25456_/Y,65392,63585,0,-1,0,0,1,9.216000358691634e-14,3.199999987213431e-10,0,_25456_,_06214_,8.280893332157646e-12,4.847509615935053e-10,9.24822884940113e-10,9.312748905365709e-10,-1
_25457_/A,65971,63841,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25457_,_02211_,3.853237520723418e-11,1.1624152751466e-09,2.421294831300713e-10,2.3987450914475517e-10,1.0713700468510754e-15
_25457_/B,66075,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25457_,_06214_,8.283325414470966e-12,4.84750906082354e-10,9.248728449762211e-10,9.313247950615278e-10,1.0873700757082355e-15
_25457_/Y,66184,63837,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25457_,_06215_,1.2903928793550623e-11,4.84750906082354e-10,9.38987665399793e-10,9.322080884999195e-10,-1
_25458_/A1,66028,63331,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25458_,_05992_,1.7972056134962777e-11,4.839598721773086e-10,9.273565249046101e-10,9.361085240300326e-10,6.200080003576506e-16
_25458_/A2,66123,63297,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25458_,_06212_,1.1020116243154465e-11,4.5879255949898834e-10,9.634084641163554e-10,9.529169675559501e-10,6.341729852741434e-16
_25458_/B,66177,63297,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25458_,_06215_,1.2903928793550623e-11,4.84750906082354e-10,9.390000998976689e-10,9.322206340200978e-10,6.344629881794596e-16
_25458_/Y,66262,63367,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,1,_25458_,_02409_,7.914440804113188e-12,4.5879255949898834e-10,9.774477893742528e-10,9.678978729610321e-10,-1
_25459_/A,66835,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25459_,_06170_,1.2836137534832925e-11,5.889745358089726e-10,6.529902174534641e-10,5.022814386634877e-10,6.837159952986067e-16
_25459_/Y,66922,63855,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25459_,_06216_,7.156522336543292e-12,5.889744802978214e-10,5.087935628367291e-10,6.591155954360772e-10,-1
_25460_/A,66555,63855,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25460_,_02211_,3.8533322366252065e-11,1.002401939231845e-09,2.4206112114733003e-10,2.398051202057161e-10,6.399400090955243e-16
