net_name,net_route_length,net_steiner_length,fanout,total_cap,net_cap,net_coupling,net_res
clk_i,1062960,-1,1,6.535887824878073e-14,25.80856814980507,36.14840355719207,1014.227972984314
cmt_trace_exc_o[0],36840,-1,0,1.9539114622872233e-15,1.0292747393250465,0.9246358155505732,73.62073612213135
net4086,22060,-1,0,1.0355266830177072e-15,0.6433703899383545,0.39215641748160124,47.227867126464844
cmt_trace_exc_o[2],21700,-1,0,0.0,0.6723855137825012,0.2886560750193894,45.96500778198242
cmt_trace_exc_o[3],23880,-1,0,0.0,0.5687753260135651,0.8352481368347071,51.55786609649658
cmt_trace_exc_o[4],21140,-1,0,9.59987331869503e-16,0.5927577614784241,0.36722923815250397,45.33500671386719
cmt_trace_exc_o[5],27780,-1,0,1.5431606222081427e-15,0.7269038558006287,0.8162554345326498,57.36215686798096
cmt_trace_exc_o[6],35960,-1,0,1.750942886367306e-15,1.0609717220067978,0.6899710679426789,71.7993049621582
cmt_trace_result_o[0],22620,-1,0,9.587263115692782e-16,0.5540906190872192,0.404636271239724,49.6978645324707
cmt_trace_result_o[100],30420,-1,0,1.573491813258135e-15,0.7923954576253891,0.7810969739803113,62.07644081115723
cmt_trace_result_o[101],27220,-1,0,1.2915283094025714e-15,0.7350962311029434,0.5564314052462578,56.19215488433838
cmt_trace_result_o[102],38700,-1,0,2.1268279445132683e-15,0.985363095998764,1.1414645332843065,77.44216346740723
cmt_trace_result_o[103],28340,-1,0,1.276407183107306e-15,0.8981941938400269,0.37821280723437667,58.44215488433838
cmt_trace_result_o[104],25940,-1,0,1.1320461932364531e-15,0.5835345983505249,0.5485123530961573,54.4064416885376
cmt_trace_result_o[105],35820,-1,0,1.5167936512304188e-15,0.9505991637706757,0.5661950358189642,83.20930480957031
cmt_trace_result_o[106],34300,-1,0,1.6078094589952615e-15,1.0545913353562355,0.5532180599402636,67.55501747131348
cmt_trace_result_o[107],34520,-1,0,1.7728367822296984e-15,0.8604736924171448,0.912363178213127,67.40787124633789
cmt_trace_result_o[108],29760,-1,0,1.256099250559529e-15,0.7617471814155579,0.494352207519114,60.977871894836426
cmt_trace_result_o[109],22540,-1,0,9.822714981623428e-16,0.5120066404342651,0.4702649323735386,46.01500701904297
cmt_trace_result_o[10],23160,-1,0,9.625556416446965e-16,0.5060689151287079,0.4564884010469541,50.45215129852295
cmt_trace_result_o[110],21420,-1,0,9.083752850526936e-16,0.45845142006874084,0.4499239819124341,45.755008697509766
cmt_trace_result_o[111],21980,-1,0,1.1159570141615945e-15,0.4830722212791443,0.6328843734227121,45.595008850097656
cmt_trace_result_o[112],39440,-1,0,2.2606527974323434e-15,0.8090112544596195,1.451640623214189,75.86359024047852
cmt_trace_result_o[113],23500,-1,0,1.2026763531806082e-15,0.5263511538505554,0.6763248377246782,49.469295501708984
cmt_trace_result_o[114],21140,-1,0,9.486396314751372e-16,0.5778130292892456,0.3708258036058396,45.33500671386719
cmt_trace_result_o[115],26360,-1,0,1.3071231388735887e-15,0.7098043113946915,0.5973189384822035,54.57643985748291
cmt_trace_result_o[116],21520,-1,0,9.608207064104829e-16,0.5923327803611755,0.3684880193322897,46.013580322265625
cmt_trace_result_o[117],28260,-1,0,1.2520908788948848e-15,0.6644504517316818,0.5876404559239745,57.9692964553833
cmt_trace_result_o[118],22560,-1,0,1.07565285719063e-15,0.6457669734954834,0.4298870519269258,47.79072189331055
cmt_trace_result_o[119],38140,-1,0,1.5952575953872552e-15,1.098510891199112,0.4967475114390254,74.45216178894043
cmt_trace_result_o[11],31480,-1,0,1.360396746695556e-15,0.8343088179826736,0.5260887880576774,66.0192985534668
cmt_trace_result_o[120],27440,-1,0,1.140135675520087e-15,0.6066796332597733,0.5334555546287447,56.505011558532715
cmt_trace_result_o[121],23800,-1,0,1.085746313548349e-15,0.6167352944612503,0.46901095169596374,50.08501148223877
cmt_trace_result_o[122],31100,-1,0,1.2905824912378436e-15,0.7269683182239532,0.5636147510958835,64.41072845458984
cmt_trace_result_o[123],27680,-1,0,1.5376415672820705e-15,0.5731266736984253,0.9645159592619166,56.93358516693115
cmt_trace_result_o[124],34800,-1,0,1.5857030637422267e-15,0.9884990938007832,0.5972034690203145,69.89787483215332
cmt_trace_result_o[125],28600,-1,0,1.5595850145718772e-15,0.5770471692085266,0.9825373763451353,58.82643985748291
cmt_trace_result_o[126],33000,-1,0,1.8129412511833478e-15,0.6847129911184311,1.1282299617305398,66.4335880279541
cmt_trace_result_o[127],28360,-1,0,1.2677078371016491e-15,0.8232437372207642,0.44446360669098794,58.227871894836426
cmt_trace_result_o[12],23000,-1,0,9.882730442309948e-16,0.5537338405847549,0.4345399650046602,50.37643527984619
cmt_trace_result_o[13],26320,-1,0,1.3055511516026031e-15,0.5171528905630112,0.7883974773576483,56.92501163482666
cmt_trace_result_o[14],34500,-1,0,1.4796371745705696e-15,0.9124726206064224,0.5671640174114145,71.45215797424316
cmt_trace_result_o[15],23340,-1,0,1.0000101680228608e-15,0.6056787520647049,0.39433229714632034,53.01357936859131
cmt_trace_result_o[16],34680,-1,0,1.7851613233704853e-15,0.6923940628767014,1.0927669778466225,81.85359191894531
cmt_trace_result_o[17],23800,-1,0,1.0420268138549367e-15,0.6067207455635071,0.43530706129968166,49.505008697509766
cmt_trace_result_o[18],37820,-1,0,1.83727079028557e-15,0.8264152109622955,1.0108554868929787,87.71073150634766
cmt_trace_result_o[19],25920,-1,0,1.20047120878155e-15,0.5628638118505478,0.637607496115379,56.130722999572754
cmt_trace_result_o[1],24580,-1,0,1.1688848207828451e-15,0.5409938842058182,0.6278902878984809,64.06786823272705
cmt_trace_result_o[20],24540,-1,0,1.0797307914360674e-15,0.6256628185510635,0.4540686027612537,53.12643909454346
cmt_trace_result_o[21],26440,-1,0,1.2689042711396458e-15,0.7491185218095779,0.5197852146811783,55.04929828643799
cmt_trace_result_o[22],34660,-1,0,1.6440903153458865e-15,0.7186437845230103,0.9254471934837056,82.06787490844727
cmt_trace_result_o[23],27840,-1,0,1.2711585434496448e-15,0.6352166384458542,0.6359427811112255,60.75929927825928
cmt_trace_result_o[24],31900,-1,0,1.589022268225161e-15,0.708731085062027,0.8802897860296071,67.55930137634277
cmt_trace_result_o[25],38660,-1,0,1.73489341196185e-15,0.9268465936183929,0.8080471964785829,88.84073257446289
cmt_trace_result_o[26],24520,-1,0,1.0260407610414063e-15,0.6396261751651764,0.3864155070623383,56.78072690963745
cmt_trace_result_o[27],34340,-1,0,1.7446280439872884e-15,0.7073596715927124,1.0372679058928043,81.12644577026367
cmt_trace_result_o[28],26740,-1,0,1.2137672967128376e-15,0.6783671528100967,0.5354005235712975,57.55501079559326
cmt_trace_result_o[29],23480,-1,0,1.1040945294935349e-15,0.518573984503746,0.5855215176998172,51.2335786819458
cmt_trace_result_o[2],22720,-1,0,1.0395415133085742e-15,0.5303103923797607,0.5092319273389876,49.87643814086914
cmt_trace_result_o[30],26660,-1,0,1.327625571361879e-15,0.523140087723732,0.8044865727424622,57.78215503692627
cmt_trace_result_o[31],23260,-1,0,1.0680897000045963e-15,0.5375166088342667,0.5305731854168698,50.84072208404541
cmt_trace_result_o[32],32620,-1,0,1.5714862509972737e-15,0.9284166693687439,0.6430699785705656,64.59501457214355
cmt_trace_result_o[33],28660,-1,0,1.3528477773113888e-15,0.659129723906517,0.6937173241749406,61.43358516693115
cmt_trace_result_o[34],29920,-1,0,1.345251797598649e-15,0.7114439159631729,0.6338079746346921,63.3535852432251
cmt_trace_result_o[35],28120,-1,0,1.322858258176495e-15,0.6632246375083923,0.6596339303068817,58.23929500579834
cmt_trace_result_o[36],26000,-1,0,1.182836618094426e-15,0.5682412832975388,0.6145956399850547,66.23358154296875
cmt_trace_result_o[37],34760,-1,0,1.568657055074326e-15,0.8402791917324066,0.7283772970549762,82.3764419555664
cmt_trace_result_o[38],24380,-1,0,1.0619089005884817e-15,0.5116911083459854,0.550216980278492,53.420722007751465
cmt_trace_result_o[39],32380,-1,0,1.497809842937437e-15,0.79628786444664,0.7015217004809529,69.65644454956055
cmt_trace_result_o[3],26220,-1,0,1.3538149830580348e-15,0.5461658090353012,0.807649239199236,66.91643714904785
cmt_trace_result_o[40],23020,-1,0,9.96802242493372e-16,0.5485449135303497,0.4482575941365212,50.41215229034424
