src,tar,src_type,tar_type
_0_/A,_0_,pin,cell
_0_,_0_/Y,cell,pin
_100000_/A,_100000_,pin,cell
_100000_,_100000_/Y,cell,pin
_100001_/A,_100001_,pin,cell
_100001_,_100001_/Y,cell,pin
_100002_/A,_100002_,pin,cell
_100002_,_100002_/Y,cell,pin
_100003_/A,_100003_,pin,cell
_100003_,_100003_/Y,cell,pin
_100004_/A,_100004_,pin,cell
_100004_,_100004_/Y,cell,pin
_100005_/A,_100005_,pin,cell
_100005_,_100005_/Y,cell,pin
_100006_/A,_100006_,pin,cell
_100006_,_100006_/Y,cell,pin
_100007_/A,_100007_,pin,cell
_100007_,_100007_/Y,cell,pin
_100008_/A,_100008_,pin,cell
_100008_,_100008_/Y,cell,pin
_100009_/A,_100009_,pin,cell
_100009_,_100009_/Y,cell,pin
_10000_/A,_10000_,pin,cell
_10000_,_10000_/Y,cell,pin
_100010_/A,_100010_,pin,cell
_100010_,_100010_/Y,cell,pin
_100011_/A,_100011_,pin,cell
_100011_,_100011_/Y,cell,pin
_100012_/A,_100012_,pin,cell
_100012_,_100012_/Y,cell,pin
_100013_/A,_100013_,pin,cell
_100013_,_100013_/Y,cell,pin
_100014_/A,_100014_,pin,cell
_100014_,_100014_/Y,cell,pin
_100015_/A,_100015_,pin,cell
_100015_,_100015_/Y,cell,pin
_100016_/A,_100016_,pin,cell
_100016_,_100016_/Y,cell,pin
_100017_/A,_100017_,pin,cell
_100017_,_100017_/Y,cell,pin
_100018_/A,_100018_,pin,cell
_100018_,_100018_/Y,cell,pin
_100019_/A,_100019_,pin,cell
_100019_,_100019_/Y,cell,pin
_10001_/A,_10001_,pin,cell
_10001_,_10001_/Y,cell,pin
_100020_/A,_100020_,pin,cell
_100020_,_100020_/Y,cell,pin
_100021_/A,_100021_,pin,cell
_100021_,_100021_/Y,cell,pin
_100022_/A,_100022_,pin,cell
_100022_,_100022_/Y,cell,pin
_100023_/A,_100023_,pin,cell
_100023_,_100023_/Y,cell,pin
_100024_/A,_100024_,pin,cell
_100024_,_100024_/Y,cell,pin
_100025_/A,_100025_,pin,cell
_100025_,_100025_/Y,cell,pin
_100026_/A,_100026_,pin,cell
_100026_,_100026_/Y,cell,pin
_100027_/A,_100027_,pin,cell
_100027_,_100027_/Y,cell,pin
_100028_/A,_100028_,pin,cell
_100028_,_100028_/Y,cell,pin
_100029_/A,_100029_,pin,cell
_100029_,_100029_/Y,cell,pin
_10002_/A,_10002_,pin,cell
_10002_,_10002_/Y,cell,pin
_100030_/A,_100030_,pin,cell
_100030_,_100030_/Y,cell,pin
_100031_/A,_100031_,pin,cell
_100031_,_100031_/Y,cell,pin
_100032_/A,_100032_,pin,cell
_100032_,_100032_/Y,cell,pin
_100033_/A,_100033_,pin,cell
_100033_,_100033_/Y,cell,pin
_100034_/A,_100034_,pin,cell
_100034_,_100034_/Y,cell,pin
_100035_/A,_100035_,pin,cell
_100035_,_100035_/Y,cell,pin
_100036_/A,_100036_,pin,cell
_100036_,_100036_/Y,cell,pin
_100037_/A,_100037_,pin,cell
_100037_,_100037_/Y,cell,pin
_100038_/A,_100038_,pin,cell
_100038_,_100038_/Y,cell,pin
_100039_/A,_100039_,pin,cell
_100039_,_100039_/Y,cell,pin
_10003_/A,_10003_,pin,cell
_10003_,_10003_/Y,cell,pin
_100040_/A,_100040_,pin,cell
_100040_,_100040_/Y,cell,pin
_100041_/A,_100041_,pin,cell
_100041_,_100041_/Y,cell,pin
_100042_/A,_100042_,pin,cell
_100042_,_100042_/Y,cell,pin
_100043_/A,_100043_,pin,cell
_100043_,_100043_/Y,cell,pin
_100044_/A,_100044_,pin,cell
_100044_,_100044_/Y,cell,pin
_100045_/A,_100045_,pin,cell
_100045_,_100045_/Y,cell,pin
_100046_/A,_100046_,pin,cell
_100046_,_100046_/Y,cell,pin
_100047_/A,_100047_,pin,cell
_100047_,_100047_/Y,cell,pin
_100048_/A,_100048_,pin,cell
_100048_,_100048_/Y,cell,pin
_100049_/A,_100049_,pin,cell
_100049_,_100049_/Y,cell,pin
_10004_/A,_10004_,pin,cell
_10004_,_10004_/Y,cell,pin
_100050_/A,_100050_,pin,cell
_100050_,_100050_/Y,cell,pin
_100051_/A,_100051_,pin,cell
_100051_,_100051_/Y,cell,pin
_100052_/A,_100052_,pin,cell
_100052_,_100052_/Y,cell,pin
_100053_/A,_100053_,pin,cell
_100053_,_100053_/Y,cell,pin
