src,tar,src_type,tar_type
_079456_,_079456_/ZN,cell,pin
_079457_/A,_079457_,pin,cell
_079457_,_079457_/Z,cell,pin
_079458_/A1,_079458_,pin,cell
_079458_/A2,_079458_,pin,cell
_079458_,_079458_/ZN,cell,pin
_079459_/A,_079459_,pin,cell
_079459_,_079459_/Z,cell,pin
_079460_/A1,_079460_,pin,cell
_079460_/A2,_079460_,pin,cell
_079460_,_079460_/ZN,cell,pin
_079461_/A,_079461_,pin,cell
_079461_,_079461_/ZN,cell,pin
_079462_/A1,_079462_,pin,cell
_079462_/A2,_079462_,pin,cell
_079462_,_079462_/ZN,cell,pin
_079463_/A,_079463_,pin,cell
_079463_,_079463_/ZN,cell,pin
_079464_/A1,_079464_,pin,cell
_079464_/A2,_079464_,pin,cell
_079464_,_079464_/ZN,cell,pin
_079465_/A,_079465_,pin,cell
_079465_,_079465_/Z,cell,pin
_079466_/A1,_079466_,pin,cell
_079466_/A2,_079466_,pin,cell
_079466_,_079466_/ZN,cell,pin
_079467_/A,_079467_,pin,cell
_079467_,_079467_/ZN,cell,pin
_079468_/A1,_079468_,pin,cell
_079468_/A2,_079468_,pin,cell
_079468_,_079468_/ZN,cell,pin
_079469_/A,_079469_,pin,cell
_079469_,_079469_/ZN,cell,pin
_079470_/A1,_079470_,pin,cell
_079470_/A2,_079470_,pin,cell
_079470_,_079470_/ZN,cell,pin
_079471_/A,_079471_,pin,cell
_079471_,_079471_/ZN,cell,pin
_079472_/A1,_079472_,pin,cell
_079472_/A2,_079472_,pin,cell
_079472_,_079472_/ZN,cell,pin
_079473_/A1,_079473_,pin,cell
_079473_/A2,_079473_,pin,cell
_079473_,_079473_/ZN,cell,pin
_079474_/A1,_079474_,pin,cell
_079474_/A2,_079474_,pin,cell
_079474_,_079474_/ZN,cell,pin
_079475_/A,_079475_,pin,cell
_079475_,_079475_/ZN,cell,pin
_079476_/A1,_079476_,pin,cell
_079476_/A2,_079476_,pin,cell
_079476_,_079476_/ZN,cell,pin
_079477_/A,_079477_,pin,cell
_079477_,_079477_/ZN,cell,pin
_079478_/A1,_079478_,pin,cell
_079478_/A2,_079478_,pin,cell
_079478_,_079478_/ZN,cell,pin
_079479_/A,_079479_,pin,cell
_079479_,_079479_/ZN,cell,pin
_079480_/A1,_079480_,pin,cell
_079480_/A2,_079480_,pin,cell
_079480_,_079480_/ZN,cell,pin
_079481_/A,_079481_,pin,cell
_079481_,_079481_/Z,cell,pin
_079482_/A,_079482_,pin,cell
_079482_,_079482_/Z,cell,pin
_079483_/A1,_079483_,pin,cell
_079483_/A2,_079483_,pin,cell
_079483_,_079483_/ZN,cell,pin
_079484_/A,_079484_,pin,cell
_079484_,_079484_/ZN,cell,pin
_079485_/A1,_079485_,pin,cell
_079485_/A2,_079485_,pin,cell
_079485_,_079485_/ZN,cell,pin
_079486_/A,_079486_,pin,cell
_079486_,_079486_/ZN,cell,pin
_079487_/A1,_079487_,pin,cell
_079487_/A2,_079487_,pin,cell
_079487_,_079487_/ZN,cell,pin
_079488_/A,_079488_,pin,cell
_079488_,_079488_/ZN,cell,pin
_079489_/A1,_079489_,pin,cell
_079489_/A2,_079489_,pin,cell
_079489_,_079489_/ZN,cell,pin
_079490_/A,_079490_,pin,cell
_079490_,_079490_/ZN,cell,pin
