pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
dp.rf.rf\[31\]\[25\]$_DFFE_PP_/Q,271153,20226,0,-1,0,0,1,1.6205798909849772e-13,1.4979509854740058e-09,0,dp.rf.rf\[31\]\[25\]$_DFFE_PP_,dp.rf.rf\[31\]\[25\],8.336263623842655e-11,-5.389374724273921e-09,1.1275039790703545e-09,1.1051589643429338e-09,-1
dp.rf.rf\[31\]\[25\]$_DFFE_PP_/CLK,264305,20340,1,-1,1,0,0,0.0,1.4999999020659516e-09,0,dp.rf.rf\[31\]\[25\]$_DFFE_PP_,clknet_leaf_68_clk,5.772555697336479e-11,-5.389374280184711e-09,7.902066778697758e-10,7.187924699891823e-10,1.8770000236435855e-15
dp.rf.rf\[31\]\[26\]$_DFFE_PP_/D,221390,14790,0,-1,0,1,0,0.0,1.4999999020659516e-09,1,dp.rf.rf\[31\]\[26\]$_DFFE_PP_,_00789_,1.5861342794742939e-10,-6.279410769138849e-09,7.26646698367972e-09,7.404331370253203e-09,1.6809999877807295e-15
dp.rf.rf\[31\]\[26\]$_DFFE_PP_/Q,226993,14786,0,-1,0,0,1,1.6205798909849772e-13,1.4979509854740058e-09,0,dp.rf.rf\[31\]\[26\]$_DFFE_PP_,dp.rf.rf\[31\]\[26\],9.808811402001183e-11,-5.115212253770096e-09,1.139822014550873e-09,1.113045766665266e-09,-1
dp.rf.rf\[31\]\[26\]$_DFFE_PP_/CLK,220145,14900,1,-1,1,0,0,0.0,1.4999999020659516e-09,0,dp.rf.rf\[31\]\[26\]$_DFFE_PP_,clknet_leaf_69_clk,5.7813993176170086e-11,-5.115212253770096e-09,7.913821820082489e-10,7.199867368967716e-10,1.8770000236435855e-15
dp.rf.rf\[31\]\[27\]$_DFFE_PP_/D,234270,94010,0,-1,0,1,0,0.0,1.4999999020659516e-09,1,dp.rf.rf\[31\]\[27\]$_DFFE_PP_,_00790_,1.4946746618171858e-10,-6.1531135742143306e-09,7.311344862870328e-09,7.482489294829975e-09,1.6809999877807295e-15
dp.rf.rf\[31\]\[27\]$_DFFE_PP_/Q,239873,94013,0,-1,0,0,1,1.6205798909849772e-13,1.4979509854740058e-09,0,dp.rf.rf\[31\]\[27\]$_DFFE_PP_,dp.rf.rf\[31\]\[27\],8.322648126224408e-11,-5.166309158255444e-09,1.1257197396474794e-09,1.1037251113066304e-09,-1
dp.rf.rf\[31\]\[27\]$_DFFE_PP_/CLK,233025,93900,1,-1,1,0,0,0.0,1.4999999020659516e-09,0,dp.rf.rf\[31\]\[27\]$_DFFE_PP_,clknet_leaf_73_clk,5.996849544720462e-11,-5.166309158255444e-09,7.876633234538133e-10,7.16028569769378e-10,1.8770000236435855e-15
dp.rf.rf\[31\]\[28\]$_DFFE_PP_/D,225990,123590,0,-1,0,1,0,0.0,1.4999999020659516e-09,1,dp.rf.rf\[31\]\[28\]$_DFFE_PP_,_00791_,1.5261061858673486e-10,-7.049168804229566e-09,7.3298167535540415e-09,8.087570613213302e-09,1.6809999877807295e-15
dp.rf.rf\[31\]\[28\]$_DFFE_PP_/Q,231593,123586,0,-1,0,0,1,1.6205798909849772e-13,1.4979509854740058e-09,0,dp.rf.rf\[31\]\[28\]$_DFFE_PP_,dp.rf.rf\[31\]\[28\],1.1664728905014243e-10,-5.202152486560863e-09,1.0927905247370973e-09,1.0599083832829592e-09,-1
